component,cve,summary,severity,cvss,rule,has_poc,references_count,file
OpenClaw,CVE-2026-44992,OpenClaw 2026.4.5 至 2026.4.20 之前版本存在环境变量注入漏洞，可通过工作区 dotenv 文件覆盖 MINIMAX_API_HOST，导致 MiniMax API 密钥泄露,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N,"version >= ""2026.4.5"" && version < ""2026.4.20""",False,3,CVE-2026-44992.yaml
OpenClaw,CVE-2026-44993,OpenClaw 飞书卡片回调将私聊消息错误分类为群聊，绕过 dmPolicy 策略执行。,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,"version < ""2026.4.20""",False,3,CVE-2026-44993.yaml
OpenClaw,CVE-2026-44994,OpenClaw 2026.4.22 之前版本的 Control UI bootstrap 配置接口存在身份认证绕过漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"version < ""2026.4.22""",False,3,CVE-2026-44994.yaml
OpenClaw,CVE-2026-44995,OpenClaw 2026.4.20 之前版本存在 MCP stdio 环境变量注入漏洞，可导致任意代码执行,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,"version < ""2026.4.20""",False,4,CVE-2026-44995.yaml
OpenClaw,CVE-2026-44996,OpenClaw 2026.4.15 之前版本存在任意本地文件读取漏洞,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"version < ""2026.4.15""",False,3,CVE-2026-44996.yaml
OpenClaw,CVE-2026-44997,OpenClaw 2026.4.22 之前版本 - ACP 子会话安全信封约束绕过漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,"version < ""2026.4.22""",False,3,CVE-2026-44997.yaml
OpenClaw,CVE-2026-44998,OpenClaw 2026.4.20 版本前 - 内置 MCP/LSP 工具绕过工具策略漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,"version < ""2026.4.20""",False,3,CVE-2026-44998.yaml
OpenClaw,CVE-2026-44999,OpenClaw 2026.4.20 之前版本存在不可信标签保留缺陷,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"version < ""2026.4.20""",False,3,CVE-2026-44999.yaml
OpenClaw,CVE-2026-45000,OpenClaw 浏览器 CDP 配置创建中的服务端请求伪造漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:L/A:N,"version < ""2026.4.20""",False,2,CVE-2026-45000.yaml
OpenClaw,CVE-2026-45001,OpenClaw 2026.4.20 之前版本存在防护绕过漏洞，允许被提示词注入的模型通过网关配置接口篡改受保护的运营商设置,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N,"version < ""2026.4.20""",False,3,CVE-2026-45001.yaml
OpenClaw,CVE-2026-45002,OpenClaw 2026.4.20 之前版本存在 Hook Session Key 绕过漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"version < ""2026.4.20""",False,3,CVE-2026-45002.yaml
OpenClaw,CVE-2026-45003,OpenClaw 2026.4.22 之前版本存在连接器端点主机覆盖漏洞,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N,"version < ""2026.4.22""",False,3,CVE-2026-45003.yaml
OpenClaw,CVE-2026-45004,OpenClaw 2026.4.23 之前版本存在任意代码执行漏洞，攻击者可通过在当前工作目录放置恶意 setup-api.js 文件触发（CWE-427：不受控制的搜索路径元素）。,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"version < ""2026.4.23""",False,4,CVE-2026-45004.yaml
OpenClaw,CVE-2026-45005,OpenClaw 2026.4.23 之前版本存在 Webhook 路由密钥缓存未失效漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:H/A:L,"version < ""2026.4.23""",False,3,CVE-2026-45005.yaml
OpenClaw,CVE-2026-45006,OpenClaw 2026.4.23 之前版本存在网关工具配置接口访问控制不当漏洞（黑名单绕过）,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.4.23""",False,3,CVE-2026-45006.yaml
OpenClaw,CVE-2026-53806,OpenClaw exec 重新验证中的 Shell 选项解析绕过漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.5.12""",False,2,CVE-2026-53806.yaml
OpenClaw,CVE-2026-53807,Telegram 交互回调中因跳过 commands.allowFrom 导致的授权绕过漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.5.6""",False,2,CVE-2026-53807.yaml
OpenClaw,CVE-2026-53808,OpenClaw Skill Workshop 应用流程审批策略绕过漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,"version < ""2026.5.6""",False,2,CVE-2026-53808.yaml
OpenClaw,CVE-2026-53809,OpenClaw 2026.4.25 之前版本存在嵌入式运行器策略绕过漏洞,LOW,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:N/I:L/A:N,"version < ""2026.4.25""",False,2,CVE-2026-53809.yaml
OpenClaw,CVE-2026-53810,OpenClaw 2026.5.18 之前版本 - 通过未扫描的市场运行时扩展元数据实现任意代码执行,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"version < ""2026.5.18""",False,2,CVE-2026-53810.yaml
OpenClaw,CVE-2026-53811,OpenClaw Matrix allowFrom 功能中通过可变显示名称实现权限提升,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.5.7""",False,2,CVE-2026-53811.yaml
OpenClaw,CVE-2026-53812,OpenClaw 浏览器控制私有网络导航绕过导致 SSRF,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,"version < ""2026.5.18""",False,2,CVE-2026-53812.yaml
OpenClaw,CVE-2026-53813,OpenClaw memory-core 制品加载中通过伪造包根路径解析实现的路径穿越漏洞,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.4.25""",False,2,CVE-2026-53813.yaml
OpenClaw,CVE-2026-53814,Hook 触发的 CLI 运行获取所有者 MCP 工具权限导致权限提升,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,"version < ""2026.5.20""",False,2,CVE-2026-53814.yaml
OpenClaw,CVE-2026-53815,OpenClaw 2026.5.19 之前版本存在授权绕过漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"version < ""2026.5.19""",False,2,CVE-2026-53815.yaml
OpenClaw,CVE-2026-53816,OpenClaw 节点事件处理中来源验证不足，允许伪造 exec 生命周期事件,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.5.18""",False,2,CVE-2026-53816.yaml
OpenClaw,CVE-2026-53817,OpenClaw 2026.5.22 之前版本存在本地性验证漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.5.22""",False,2,CVE-2026-53817.yaml
OpenClaw,CVE-2026-53818,OpenClaw MCP 回环路径授权绕过漏洞，允许非所有者调用方跳过仅限所有者的工具策略,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:L,"version < ""2026.4.24""",False,2,CVE-2026-53818.yaml
OpenClaw,CVE-2026-53819,OpenClaw 2026.5.27 之前的版本存在任意代码执行漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"version < ""2026.5.27""",False,2,CVE-2026-53819.yaml
OpenClaw,CVE-2026-53820,OpenClaw 通过 bundle MCP 回环 session-spawn 绕过 exec 拒绝列表,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:L,"version < ""2026.5.12""",False,2,CVE-2026-53820.yaml
OpenClaw,CVE-2026-53821,OpenClaw WebSocket 作用域提升漏洞允许未授权管理员 RPC 执行,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.5.18""",False,2,CVE-2026-53821.yaml
OpenClaw,CVE-2026-53822,OpenClaw shell 包装器 argv 修改导致命令注入漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.5.18""",False,2,CVE-2026-53822.yaml
OpenClaw,CVE-2026-53823,allowFrom 功能中基于可变 Slack 显示名的权限提升漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,"version < ""2026.5.3""",False,2,CVE-2026-53823.yaml
OpenClaw,CVE-2026-53824,OpenClaw 监控刷新延迟导致令牌撤销绕过漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,"version < ""2026.4.24""",False,2,CVE-2026-53824.yaml
OpenClaw,CVE-2026-53825,OpenClaw memory-wiki 导入功能存在任意文件读取漏洞（operator.write 权限）,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"version < ""2026.4.7""",False,2,CVE-2026-53825.yaml
OpenClaw,CVE-2026-53826,OpenClaw 沙箱会话派生导致信息泄露,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"version < ""2026.4.26""",False,2,CVE-2026-53826.yaml
OpenClaw,CVE-2026-53827,OpenClaw message.action 转发中模型控制的回环 URL 导致凭据暴露,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"version < ""2026.5.2""",False,2,CVE-2026-53827.yaml
OpenClaw,CVE-2026-53828,OpenClaw 原生命令处理授权绕过漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.5.6""",False,2,CVE-2026-53828.yaml
OpenClaw,CVE-2026-53829,OpenClaw exec 审批显示截断漏洞允许隐藏恶意命令后缀,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,"version < ""2026.5.18""",False,2,CVE-2026-53829.yaml
OpenClaw,CVE-2026-53830,OpenClaw webhook 密钥撤销绕过漏洞（secrets.reload）,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,"version < ""2026.4.22""",False,2,CVE-2026-53830.yaml
OpenClaw,CVE-2026-53831,POSIX 节点 system.run safe-bin 白名单通过 Shell 展开绕过策略执行,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,"version < ""2026.5.18""",False,2,CVE-2026-53831.yaml
OpenClaw,CVE-2026-53832,OpenClaw 2026.5.18 之前版本存在身份头部验证绕过漏洞,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,"version < ""2026.5.18""",False,2,CVE-2026-53832.yaml
OpenClaw,CVE-2026-53833,OpenClaw 2026.4.29 之前版本 QQBot 流式命令授权绕过漏洞,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,"version < ""2026.4.29""",False,2,CVE-2026-53833.yaml
OpenClaw,CVE-2026-53834,OpenClaw QQBot 预分发斜杠命令授权绕过漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"version < ""2026.4.27""",False,2,CVE-2026-53834.yaml
OpenClaw,CVE-2026-53835,OpenClaw 2026.5.6 之前版本中飞书动态 Agent 绑定的配置执行绕过漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,"version < ""2026.5.6""",False,2,CVE-2026-53835.yaml
OpenClaw,CVE-2026-53836,OpenClaw PowerShell 编码命令白名单绕过漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.5.12""",False,2,CVE-2026-53836.yaml
OpenClaw,CVE-2026-53837,OpenClaw Mattermost 事件处理器访问控制不当，可绕过私信策略决策,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,"version < ""2026.5.6""",False,2,CVE-2026-53837.yaml
OpenClaw,CVE-2026-53838,OpenClaw 节点配对重连状态突变绕过漏洞,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.5.27""",False,2,CVE-2026-53838.yaml
OpenClaw,CVE-2026-53839,OpenClaw 受信重试端点验证中的主机名前缀匹配绕过漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"version < ""2026.5.7""",False,2,CVE-2026-53839.yaml
OpenClaw,CVE-2026-53840,OpenClaw streamable-http MCP 跨域重定向请求头泄露,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N,"version < ""2026.5.12""",False,2,CVE-2026-53840.yaml
OpenClaw,CVE-2026-53841,OpenClaw 导出会话 HTML 中存在不安全 Markdown 链接导致的跨站脚本漏洞,MEDIUM,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:A/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,"version < ""2026.5.12""",False,3,CVE-2026-53841.yaml
OpenClaw,CVE-2026-53842,OpenClaw 2026.5.2 之前版本存在通过 CLOUDSDK_PYTHON 的环境变量注入漏洞,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,"version < ""2026.5.2""",False,2,CVE-2026-53842.yaml
OpenClaw,CVE-2026-53843,配对域设备会话恢复已撤销节点令牌权限的授权绕过漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.5.26""",False,2,CVE-2026-53843.yaml
OpenClaw,CVE-2026-53844,OpenClaw memory-wiki 共享搜索会话可见性检查绕过漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"version < ""2026.4.29""",False,2,CVE-2026-53844.yaml
OpenClaw,CVE-2026-53846,OpenClaw 安装助手路径遍历漏洞，允许工作区 .env 覆盖 npm_execpath 配置,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,"version < ""2026.4.29""",False,2,CVE-2026-53846.yaml
OpenClaw,CVE-2026-53849,OpenClaw allowFrom 功能使用可变 Discord 显示名称导致权限提升,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N,"version < ""2026.5.7""",False,2,CVE-2026-53849.yaml
OpenClaw,CVE-2026-53853,Linux 与 macOS 平台 exec 允许列表中的参数模式验证绕过漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,"version < ""2026.5.12""",False,2,CVE-2026-53853.yaml
OpenClaw,CVE-2026-53855,OpenClaw 通过 shell 位置参数绕过 inline-eval 检查，允许已认证操作者规避严格白名单校验,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,"version < ""2026.4.2""",False,3,CVE-2026-53855.yaml
OpenClaw,CVE-2026-53857,OpenClaw Zalo allowFrom 策略绑定可变显示名称导致认证绕过,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,"version < ""2026.5.3""",False,3,CVE-2026-53857.yaml
OpenClaw,CVE-2026-53858,OpenClaw 2026.5.2 之前版本存在环境变量注入漏洞,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,"version < ""2026.5.2""",False,2,CVE-2026-53858.yaml
OpenClaw,CVE-2026-53863,OpenClaw 工具组策略未校验组 ID 导致授权绕过漏洞,HIGH,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:L/VI:H/VA:N/SC:N/SI:N/SA:N,"version < ""2026.4.25""",False,3,CVE-2026-53863.yaml
OpenClaw,CVE-2026-53864,宿主环境消毒器净化不足导致 Node.js 控制变量绕过验证,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,"version < ""2026.5.26""",False,2,CVE-2026-53864.yaml
OpenClaw,CVE-2026-53865,OpenClaw 维护任务执行中的路径遍历漏洞，允许工作区派生的服务路径影响回收站命令选择,HIGH,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N,"version < ""2026.5.2""",False,3,CVE-2026-53865.yaml
OpenClaw,CVE-2026-53866,OpenClaw 2026.5.12 之前版本 - Shell 内联命令解析白名单绕过漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:L,"version < ""2026.5.12""",False,3,CVE-2026-53866.yaml
OpenClaw,CVE-2026-6011,OpenClaw 2026.1.26 及之前版本在 assertPublicHostname 处理器（web-fetch.ts）中存在 SSRF 漏洞,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,"version < ""2026.1.29""",False,5,CVE-2026-6011.yaml
OpenClaw,CVE-2026-8305,OpenClaw bluebubbles Webhook 身份认证绕过漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,"version < ""2026.2.12""",False,6,CVE-2026-8305.yaml
OpenClaw,GHSA-24vr-rprv-67rf,OpenClaw 工作区 .env 中的 npm_execpath 可能影响捆绑运行时依赖项的安装,MEDIUM,,"version < ""2026.4.29""",False,1,GHSA-24vr-rprv-67rf.yaml
OpenClaw,GHSA-25gx-x37c-7pph,OpenClaw 沙箱浏览器 noVNC 观察器缺少 VNC 认证,MEDIUM,,"version <= ""2026.2.19-2""",False,1,GHSA-25gx-x37c-7pph.yaml
OpenClaw,GHSA-25pw-4h6w-qwvm,OpenClaw BlueBubbles 群组白名单通过私信配对存储回退出现不匹配,LOW,,"version <= ""2026.2.25""",False,1,GHSA-25pw-4h6w-qwvm.yaml
OpenClaw,GHSA-25wv-8phj-8p7r,OpenClaw 在支持 Tailscale 的路径上，并发异步鉴权请求可绕过共享密钥速率限制配额,MEDIUM,,"version <= ""2026.4.2""",False,1,GHSA-25wv-8phj-8p7r.yaml
OpenClaw,GHSA-275c-xpvc-jgfw,OpenClaw Slack 和 Zalo Webhook 密钥在 secrets.reload 后可能仍保持活跃状态,MEDIUM,,"version <= ""2026.4.21""",False,1,GHSA-275c-xpvc-jgfw.yaml
OpenClaw,GHSA-2767-2q9v-9326,OpenClaw QQBot 回复媒体 URL 处理可触发 SSRF 并重新上传所获取的字节流,HIGH,,"version < ""2026.4.12""",False,1,GHSA-2767-2q9v-9326.yaml
OpenClaw,GHSA-27cr-4p5m-74rj,OpenClaw 仅工作区沙箱防护对 @前缀绝对路径存在匹配不一致,MEDIUM,,"version <= ""2026.2.23""",False,1,GHSA-27cr-4p5m-74rj.yaml
OpenClaw,GHSA-2858-xg23-26fp,OpenClaw Node 摄像头 URL 载荷主机绑定绕过允许 gateway 获取重定向,MEDIUM,,"version >= ""2026.2.13"" && version <= ""2026.3.1""",False,1,GHSA-2858-xg23-26fp.yaml
OpenClaw,GHSA-2ch6-x3g4-7759,OpenClaw commands.allowFrom 发送者授权通过 ctx.From 接受了会话标识符,MEDIUM,,"version <= ""2026.2.22-2""",False,1,GHSA-2ch6-x3g4-7759.yaml
OpenClaw,GHSA-2cq5-mf3v-mx44,OpenClaw busybox 和 toybox applet 执行削弱了 exec 审批绑定机制,HIGH,,"version >= ""2026.2.23"" && version < ""2026.4.12""",False,1,GHSA-2cq5-mf3v-mx44.yaml
OpenClaw,GHSA-2fgq-7j6h-9rm4,OpenClaw system.run shell 包装器通过 SHELLOPTS/PS4 的环境变量注入可绕过白名单意图（远程代码执行）,HIGH,,"version <= ""2026.2.21-2""",False,1,GHSA-2fgq-7j6h-9rm4.yaml
OpenClaw,GHSA-2gvc-4f3c-2855,OpenClaw Matrix 房间控制命令授权不再信任 DM 配对存储条目,HIGH,,"version > ""2026.3.28"" && version < ""2026.4.15""",False,1,GHSA-2gvc-4f3c-2855.yaml
OpenClaw,GHSA-2hfg-4fh4-qp7f,OpenClaw 浏览器 act 交互操作可能绕过私有网络导航检查,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,"version < ""2026.5.18""",False,1,GHSA-2hfg-4fh4-qp7f.yaml
OpenClaw,GHSA-2hh7-c75g-qj2r,OpenClaw Zalo 出站图片 URL 应通过 SSRF 防护机制进行验证,MEDIUM,,"version <= ""2026.4.21""",False,1,GHSA-2hh7-c75g-qj2r.yaml
OpenClaw,GHSA-2hm8-rqrm-xfjq,OpenClaw 仅所有者 gateway 工具访问检查在特定已认证私信流程中不完整,MEDIUM,,"version <= ""2026.2.17""",False,1,GHSA-2hm8-rqrm-xfjq.yaml
OpenClaw,GHSA-2j8v-hwgc-x698,OpenClaw Shell 包装器的 argv 可能在审批与执行之间发生变化,MEDIUM,,"version <= ""2026.5.16""",False,1,GHSA-2j8v-hwgc-x698.yaml
OpenClaw,GHSA-2j9j-gf59-p4p5,OpenClaw iOS 深度链接 (openclaw://agent) 可在无本地确认的情况下触发 gateway 代理请求,LOW,,"version <= ""2026.2.22-2""",False,1,GHSA-2j9j-gf59-p4p5.yaml
OpenClaw,GHSA-2mc2-g238-722j,OpenClaw iMessage 远程附件 SCP 加固（严格主机密钥检查和 remoteHost 验证）,MEDIUM,,"version <= ""2026.2.17""",False,1,GHSA-2mc2-g238-722j.yaml
OpenClaw,GHSA-2pr2-hcv6-7gwv,OpenClaw 设备移除及令牌吊销操作未终止已建立的 WebSocket 活跃会话,HIGH,,"version <= ""2026.3.24""",False,1,GHSA-2pr2-hcv6-7gwv.yaml
OpenClaw,GHSA-2rgf-hm63-5qph,OpenClaw 在受信任代理后端不正确的 X-Forwarded-For 解析允许客户端 IP 欺骗影响安全决策,LOW,,"version <= ""2026.2.19-2""",False,1,GHSA-2rgf-hm63-5qph.yaml
OpenClaw,GHSA-2rqg-gjgv-84jm,OpenClaw 网关 agent 调用可绕过工作区边界限制,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version <= ""2026.3.8""",False,1,GHSA-2rqg-gjgv-84jm.yaml
OpenClaw,GHSA-2ww6-868g-2c56,OpenClaw 通过未验证的图像 MIME 类型在 data-URL 插值中实现 HTML 注入,MEDIUM,,"version <= ""2026.2.22""",False,1,GHSA-2ww6-868g-2c56.yaml
OpenClaw,GHSA-2x4x-cc5g-qmmg,OpenClaw node.pair.approve 接口缺少 callerScopes 校验，低权限操作员可批准恶意节点的高权限配对请求,HIGH,,"version <= ""2026.3.24""",False,1,GHSA-2x4x-cc5g-qmmg.yaml
OpenClaw,GHSA-2xcp-x87w-q377,OpenClaw Hook 映射模板可绕过 Hook 会话密钥（session-key）选项的启用限制,MEDIUM,,"version < ""2026.4.20""",False,1,GHSA-2xcp-x87w-q377.yaml
OpenClaw,GHSA-33hm-cq8r-wc49,OpenClaw 临时路径处理可写入到 OpenClaw 临时目录边界之外,MEDIUM,,"version <= ""2026.2.23""",False,1,GHSA-33hm-cq8r-wc49.yaml
OpenClaw,GHSA-33rq-m5x2-fvgf,OpenClaw 可选 Twitch 插件中 allowFrom 未强制执行，未授权的聊天用户可触发代理管道,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,"version < ""2026.2.1""",False,1,GHSA-33rq-m5x2-fvgf.yaml
OpenClaw,GHSA-354r-7mfh-7rh2,OpenClaw Discord DM 表情回应入站在受限设置中遗漏了 dmPolicy/allowFrom 检查,MEDIUM,,"version <= ""2026.2.24""",False,1,GHSA-354r-7mfh-7rh2.yaml
OpenClaw,GHSA-36h3-7c54-j27r,OpenClaw 浏览器追踪/下载路径临时输出处理中存在符号链接逃逸漏洞,MEDIUM,,"version <= ""2026.2.24""",False,1,GHSA-36h3-7c54-j27r.yaml
OpenClaw,GHSA-392f-ggf5-fp3c,OpenClaw 节点元数据策略分类中的 Unicode 规范化偏差可能扩大节点白名单,MEDIUM,,"version <= ""2026.2.26""",False,1,GHSA-392f-ggf5-fp3c.yaml
OpenClaw,GHSA-3c6h-g97w-fg78,OpenClaw tools.exec.safeBins sort long-option abbreviation 绕过 can skip exec approval in allowlist mode,高危,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version <= ""2026.2.22-2""",False,1,GHSA-3c6h-g97w-fg78.yaml
OpenClaw,GHSA-3c6j-hq33-3jv4,OpenClaw 已配对节点可能在缺乏 system.run 来源校验的情况下伪造 exec 生命周期事件,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.5.18""",False,1,GHSA-3c6j-hq33-3jv4.yaml
OpenClaw,GHSA-3cvx-236h-m9fj,OpenClaw 选择启用的不安全控制 UI 明文 HTTP 认证可能在受影响版本中允许特权访问,MEDIUM,,"version <= ""2026.2.19-2""",False,1,GHSA-3cvx-236h-m9fj.yaml
OpenClaw,GHSA-3fv3-6p2v-gxwj,OpenClaw QQ 机器人扩展：所有媒体获取路径均缺少 SSRF 防护,MEDIUM,,"version <= ""2026.4.2""",False,1,GHSA-3fv3-6p2v-gxwj.yaml
OpenClaw,GHSA-3h2q-j2v4-6w5r,OpenClaw system.run 允许列表审批解析遗漏 PowerShell 编码命令包装器,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:L,"version <= ""2026.3.2""",False,1,GHSA-3h2q-j2v4-6w5r.yaml
OpenClaw,GHSA-3hcm-ggvf-rch5,OpenClaw 通过双引号内的命令替换/反引号绕过 Exec 允许列表,HIGH,,"version <= ""2026.2.1""",False,1,GHSA-3hcm-ggvf-rch5.yaml
OpenClaw,GHSA-3jx4-q2m7-r496,OpenClaw 硬链接别名检查在特定配置下可绕过仅工作区文件边界,HIGH,,"version <= ""2026.2.24""",False,1,GHSA-3jx4-q2m7-r496.yaml
OpenClaw,GHSA-3m3q-x3gj-f79x,OpenClaw 可选 voice-call 插件：webhook 验证在某些代理配置下可被绕过,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,"version < ""2026.2.3""",False,1,GHSA-3m3q-x3gj-f79x.yaml
OpenClaw,GHSA-3pxq-f3cp-jmxp,OpenClaw Unified root-bound write 加固 for browser output and related path-boundary flows,中危,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,"version <= ""2026.3.1""",False,1,GHSA-3pxq-f3cp-jmxp.yaml
